pitcher,player_name,p_throws,pt,n_pt,wt,best_delta_in,compromise_gain,at_comp,own_best,own_delta,contrib
701519,"Adams, Travis",R,SL,44,0.199095022624434,17,1.06788704754711,-0.778931187259601,2.74183227949392,-11,-0.155081322350328
686560,"Collyer, Gavin",R,FC,42,0.318181818181818,-4,1.01178246279442,1.01178246279442,1.01178246279442,-4,0.321930783616406
669060,"Wilson, Bryse",R,FC,74,0.336363636363636,-12,1.00857962980243,2.49547138408064,2.49547138408064,-12,0.839385829190762
669060,"Wilson, Bryse",R,SI,58,0.263636363636364,-12,1.00857962980243,-0.0440261860533965,0.353627159452894,12,-0.0116069035958954
669060,"Wilson, Bryse",R,FF,45,0.204545454545455,-12,1.00857962980243,-0.0798393145742423,0.0936996199622012,-9,-0.0163307688901859
669622,"Bender, Anthony",R,ST,73,0.553030303030303,-2,0.935607493638081,0.935607493638081,0.935607493638081,-2,0.51741929572409
606996,"Hart, Kyle",L,ST,72,0.261818181818182,-9,0.930172108565007,2.59187104618911,2.59187104618911,-9,0.678598964820422
606996,"Hart, Kyle",L,SI,72,0.261818181818182,-9,0.930172108565007,0.25001224433792,0.25001224433792,-9,0.0654577512448373
606996,"Hart, Kyle",L,FS,61,0.221818181818182,-9,0.930172108565007,0.294337701076846,0.872713300389623,9,0.0652894536934095
606996,"Hart, Kyle",L,SL,43,0.156363636363636,-9,0.930172108565007,0.188662470709019,0.77062879438967,9,0.0294999499654103
518585,"Cruz, Fernando",R,FS,104,0.52,-4,0.922425977269181,1.53510495892287,1.53510495892287,-4,0.798254578639892
518585,"Cruz, Fernando",R,FF,69,0.345,-4,0.922425977269181,-0.00103219797695754,0,0,-0.000356108302050352
681293,"Arrighetti, Spencer",R,CU,187,0.304560260586319,-8,0.88293181266786,1.69628458160945,1.69628458160945,-8,0.51662087420353
681293,"Arrighetti, Spencer",R,ST,84,0.136807817589577,-8,0.88293181266786,2.66206416306251,2.66206416306251,-8,0.364191188432004
681293,"Arrighetti, Spencer",R,FC,45,0.0732899022801303,-8,0.88293181266786,-0.186840300812016,0.0347079530814262,-4,-0.0136935073885028
681293,"Arrighetti, Spencer",R,SI,57,0.0928338762214984,-8,0.88293181266786,-0.246985118135742,0.116037167159583,8,-0.0229285858855656
681293,"Arrighetti, Spencer",R,FF,198,0.322475570032573,-8,0.88293181266786,-0.0716089704777364,0.0333435617184923,3,-0.0230921435742537
686973,"Varland, Louis",R,CU,111,0.28030303030303,-6,0.877453543603284,2.95388506077068,2.95388506077068,-6,0.827982933700871
686973,"Varland, Louis",R,CH,67,0.169191919191919,-6,0.877453543603284,-0.0914759726702827,0.0259115220106432,-4,-0.0154769953760327
686973,"Varland, Louis",R,FF,181,0.457070707070707,-6,0.877453543603284,-0.0372736432213107,0.0248659180203544,3,-0.0170366904622658
685126,"Eisert, Brandon",L,SL,89,0.378723404255319,3,0.874495480755918,1.33584202772034,1.33584202772034,3,0.505914640285577
685126,"Eisert, Brandon",L,FF,96,0.408510638297872,3,0.874495480755918,0.446788786174315,0.446788786174315,3,0.182517972224401
643511,"Rogers, Tyler",R,SL,73,0.196236559139785,-2,0.863576209821108,2.86830540177039,2.86830540177039,-2,0.56286638260548
643511,"Rogers, Tyler",R,SI,299,0.803763440860215,-2,0.863576209821108,0.374127276669611,0.374127276669611,-2,0.300709827215628
667297,"Nance, Tommy",R,CU,51,0.32484076433121,-3,0.767774609980386,1.95462362353529,1.95462362353529,-3,0.634941431849043
667297,"Nance, Tommy",R,SL,62,0.394904458598726,-3,0.767774609980386,0.349431994745299,0.349431994745299,-3,0.137992252701965
667297,"Nance, Tommy",R,SI,42,0.267515923566879,-3,0.767774609980386,-0.0558458077987744,0.0848515469789567,3,-0.0149396428506275
650556,"Abreu, Bryan",R,SL,113,0.437984496124031,-6,0.751674269180858,1.46484800500938,1.4798856742436,-5,0.641580715372324
650556,"Abreu, Bryan",R,FF,127,0.492248062015504,-6,0.751674269180858,0.117118110530286,0.117118110530286,-6,0.0576511629354509
666142,"Ragans, Cole",L,CH,52,0.185714285714286,-6,0.659779311053345,2.35634456682222,2.35634456682222,-6,0.437606848124127
666142,"Ragans, Cole",L,FF,155,0.553571428571429,-6,0.659779311053345,0.0906090316986256,0.0906090316986256,-6,0.0501585711188821
804267,"Thornton, Zac",L,FC,106,0.336507936507937,6,0.653529515334301,1.04769540496053,1.04769540496053,6,0.352557818812115
804267,"Thornton, Zac",L,SL,55,0.174603174603175,6,0.653529515334301,0.69758840985832,0.69758840985832,6,0.121801150927643
804267,"Thornton, Zac",L,FF,72,0.228571428571429,6,0.653529515334301,0.0395736334009496,0.0444355477165484,4,0.00904540192021705
656638,"Lange, Alex",R,SL,95,0.335689045936396,-12,0.652076678414272,2.03152134829032,2.03152134829032,-12,0.681959463206997
656638,"Lange, Alex",R,SI,72,0.254416961130742,-12,0.652076678414272,-0.271261473152556,0.530348256700592,12,-0.0690135196713216
656638,"Lange, Alex",R,CH,61,0.215547703180212,-12,0.652076678414272,-0.406397038395772,0.783976989004851,12,-0.087597948205449
676254,"Walker, Ryan",R,SL,56,0.296296296296296,-4,0.642381804431702,2.31493966094966,2.31493966094966,-4,0.685908047688789
676254,"Walker, Ryan",R,SI,129,0.682539682539683,-4,0.642381804431702,-0.0836898232040022,0.0185316244977071,2,-0.0571216253614619
642232,"Yarbrough, Ryan",L,ST,57,0.235537190082645,2,0.633767310335431,2.5864721439863,2.5864721439863,2,0.609210381021565
642232,"Yarbrough, Ryan",L,FC,48,0.198347107438017,2,0.633767310335431,0.0803096615568129,0.0803096615568129,2,0.0159291890691199
642232,"Yarbrough, Ryan",L,SI,51,0.210743801652893,2,0.633767310335431,0.0585588738436927,0.0585588738436927,2,0.0123409196943319
642232,"Yarbrough, Ryan",L,FF,42,0.173553719008264,2,0.633767310335431,0.0195845289596347,0.0195845289596347,2,0.00339896783596965
642232,"Yarbrough, Ryan",L,CH,44,0.181818181818182,2,0.633767310335431,-0.0391168100705578,0.357829869005705,-1,-0.00711214728555597
623474,"Herget, Jimmy",R,ST,71,0.358585858585859,-4,0.632059691736612,1.01615764903404,1.01615764903404,-4,0.36437976303746
623474,"Herget, Jimmy",R,SL,67,0.338383838383838,-4,0.632059691736612,0.225030513107991,0.225030513107991,-4,0.0761466887789667
573204,"Thielbar, Caleb",L,CU,62,0.257261410788382,-5,0.631131083780118,2.08343905550753,2.08343905550753,-5,0.535988470711482
573204,"Thielbar, Caleb",L,FF,120,0.49792531120332,-5,0.631131083780118,0.135985167248076,0.135985167248076,-5,0.0677104567210335
573204,"Thielbar, Caleb",L,SL,40,0.16597510373444,-5,0.631131083780118,-0.134508522801248,0.161024776038062,5,-0.0223250660251035
702021,"Dion, Will",L,CH,45,0.220588235294118,-16,0.621035294605546,2.12751163581062,2.12751163581062,-16,0.469304037311165
702021,"Dion, Will",L,FF,101,0.495098039215686,-16,0.621035294605546,-0.0501670356343373,0.355629518393119,14,-0.0248376009758238
680916,"Aleman, Franco",R,SL,42,0.308823529411765,-4,0.591567503262919,1.7994436957506,1.7994436957506,-4,0.555710553099449
680916,"Aleman, Franco",R,FF,87,0.639705882352941,-4,0.591567503262919,0.00845485861369451,0.0254672421613373,2,0.00540862278964281
663855,"Hicks, Jordan",R,ST,68,0.26984126984127,-9,0.591197654181697,2.55074947545814,2.55074947545814,-9,0.688297477504577
663855,"Hicks, Jordan",R,FF,47,0.186507936507937,-9,0.591197654181697,-0.0495124204759242,0.0708764447674703,3,-0.00923445937447792
663855,"Hicks, Jordan",R,SI,128,0.507936507936508,-9,0.591197654181697,-0.214553520333067,0.207116816995255,6,-0.108979565883462
681982,"Anderson, Grant",R,ST,94,0.31023102310231,-5,0.589893288336516,1.89686472687513,1.89686472687513,-5,0.588466284905155
681982,"Anderson, Grant",R,FF,129,0.425742574257426,-5,0.589893288336516,-0.0125448752727084,0.00915231449284408,1,-0.00534088749234118
681982,"Anderson, Grant",R,SI,70,0.231023102310231,-5,0.589893288336516,-0.0549751704783371,0.11146051894728,5,-0.0127005344339393
682842,"Uribe, Abner",R,SL,92,0.332129963898917,-3,0.572547009179463,1.77955569720213,1.77955569720213,-3,0.591043769467855
682842,"Uribe, Abner",R,SI,184,0.664259927797834,-3,0.572547009179463,-0.0309573348318701,0.019783879729883,3,-0.0205637170002314
571927,"Matz, Steven",L,CU,47,0.0989473684210526,-6,0.566877289054673,3.02987754907212,3.1473145853181,-7,0.299798410118715
571927,"Matz, Steven",L,SL,50,0.105263157894737,-6,0.566877289054673,1.59476032156796,1.63652282219899,-5,0.167869507533469
571927,"Matz, Steven",L,CH,153,0.322105263157895,-6,0.566877289054673,0.295934001956031,0.325099047604271,-7,0.0953218995774163
571927,"Matz, Steven",L,SI,224,0.471578947368421,-6,0.566877289054673,0.00571282066006654,0.0451202294535139,7,0.00269404595337875
656794,"Newcomb, Sean",L,ST,117,0.27790973871734,-3,0.558088860091138,1.7217963722255,1.7217963722255,-3,0.478503979929653
656794,"Newcomb, Sean",L,SI,97,0.230403800475059,-3,0.558088860091138,0.118988357005188,0.118988357005188,-3,0.0274153696662785
656794,"Newcomb, Sean",L,FF,178,0.422802850356295,-3,0.558088860091138,0.0324650953698815,0.0324650953698815,-3,0.0137263348594748
681347,"Burrows, Mike",R,SL,134,0.179144385026738,-13,0.548064808557526,2.73962640888559,2.73962640888559,-13,0.49078868822282
681347,"Burrows, Mike",R,CU,78,0.10427807486631,-13,0.548064808557526,1.80909404099437,1.89224318709901,-12,0.188648843847006
681347,"Burrows, Mike",R,FF,199,0.266042780748663,-13,0.548064808557526,0.000264022892510876,0.0828568999910217,12,7.02413845048988e-05
681347,"Burrows, Mike",R,SI,119,0.159090909090909,-13,0.548064808557526,-0.209221134921052,0.409777573873328,12,-0.0332851805556219
681347,"Burrows, Mike",R,CH,218,0.29144385026738,-13,0.548064808557526,-0.336798269207366,0.689870788711748,12,-0.0981577843411841
694297,"Pfaadt, Brandon",R,CU,71,0.113782051282051,-10,0.543375736166945,3.11941004891553,3.11941004891553,-10,0.354932874155453
694297,"Pfaadt, Brandon",R,ST,77,0.123397435897436,-10,0.543375736166945,0.937060422178944,1.51399450509671,-6,0.11563085337785
694297,"Pfaadt, Brandon",R,FC,87,0.139423076923077,-10,0.543375736166945,0.270960092975656,0.270960092975656,-10,0.0377780898860289
694297,"Pfaadt, Brandon",R,CH,120,0.192307692307692,-10,0.543375736166945,0.167885263091094,0.291909213613719,-4,0.032285627517518
694297,"Pfaadt, Brandon",R,FF,145,0.232371794871795,-10,0.543375736166945,0.0220308979592111,0.0478444392477173,-7,0.00511935930141926
694297,"Pfaadt, Brandon",R,SI,124,0.198717948717949,-10,0.543375736166945,-0.0119318264234384,0.0521419510374227,5,-0.00237106807132429
676263,"Dreyer, Jack",L,SL,106,0.369337979094077,12,0.53119740296473,1.25333424285488,1.25333424285488,12,0.462903936385428
676263,"Dreyer, Jack",L,FF,149,0.519163763066202,12,0.53119740296473,0.0174624698885123,0.110612111250101,-11,0.00906588157975026
666277,"Soriano, George",R,SL,51,0.183453237410072,-11,0.519993075130308,1.88160113566874,1.88160113566874,-11,0.345185819852898
666277,"Soriano, George",R,CH,87,0.31294964028777,-11,0.519993075130308,0.147023781385019,0.423389382972186,11,0.0460110394981894
666277,"Soriano, George",R,FF,90,0.323741007194245,-11,0.519993075130308,0.10895215811231,0.10895215811231,-11,0.0352722814032658
641778,"Lauer, Eric",L,CU,67,0.085133418043202,-6,0.512732349713916,3.59438777111504,3.59438777111504,-6,0.30600251672771
641778,"Lauer, Eric",L,CH,113,0.143583227445997,-6,0.512732349713916,0.650180983277744,0.650180983277744,-6,0.0933550840030306
641778,"Lauer, Eric",L,SL,60,0.0762388818297332,-6,0.512732349713916,1.0006927888517,1.10778566929367,-5,0.0762916992771306
641778,"Lauer, Eric",L,FC,182,0.231257941550191,-6,0.512732349713916,0.143043238805878,0.143043238805878,-6,0.0330798849589198
641778,"Lauer, Eric",L,FF,365,0.463786531130877,-6,0.512732349713916,0.00863148124928096,0.0272653143966551,6,0.00400316474712522
686613,"Brown, Hunter",R,CU,90,0.212765957446809,-6,0.50032981678871,2.18482727954032,2.18482727954032,-6,0.464856867987302
686613,"Brown, Hunter",R,SL,42,0.099290780141844,-6,0.50032981678871,1.27251294937556,1.27251294937556,-6,0.126348803484098
686613,"Brown, Hunter",R,FF,126,0.297872340425532,-6,0.50032981678871,0.00394224309931061,0.0129926817354493,2,0.00117428517851805
686613,"Brown, Hunter",R,SI,119,0.281323877068558,-6,0.50032981678871,-0.127120383505992,0.137748475964961,5,-0.0357619991423475
686613,"Brown, Hunter",R,CH,46,0.108747044917258,-6,0.50032981678871,-0.517606163566907,0.0334651100152476,1,-0.0562881407188599
676879,"Ashby, Aaron",L,CH,69,0.155056179775281,-3,0.49778758313324,1.72806176033247,1.72806176033247,-3,0.2679466549729
676879,"Ashby, Aaron",L,SI,236,0.530337078651685,-3,0.49778758313324,0.383419006561462,0.383419006561462,-3,0.203341315839337
676879,"Ashby, Aaron",L,CU,66,0.148314606741573,-3,0.49778758313324,0.580310556590625,0.67549056154215,-2,0.0860685319887219
676879,"Ashby, Aaron",L,SL,61,0.137078651685393,-3,0.49778758313324,-0.540646030047006,0.639254451238722,-1,-0.0741110288379042
664875,"Lawrence, Justin",R,ST,86,0.346774193548387,-8,0.485685436483635,1.6661175971145,1.6661175971145,-8,0.577766586096157
664875,"Lawrence, Justin",R,FF,43,0.173387096774194,-8,0.485685436483635,-0.0630165215655084,0.174302889555624,8,-0.0109262517230519
664875,"Lawrence, Justin",R,SI,119,0.479838709677419,-8,0.485685436483635,-0.169129535097384,0.191938941654249,8,-0.0811548978894703
669432,"Rogers, Trevor",L,ST,130,0.126091173617847,-8,0.485456581695143,2.38535641142768,2.38535641142768,-8,0.300772389413771
669432,"Rogers, Trevor",L,CH,240,0.23278370514064,-8,0.485456581695143,0.560369900570507,0.624327511693275,-9,0.130444981704095
669432,"Rogers, Trevor",L,FC,97,0.0940834141610087,-8,0.485456581695143,0.312452820572282,2.03773778531488,9,0.0293966281236774
669432,"Rogers, Trevor",L,FF,471,0.456838021338506,-8,0.485456581695143,0.0371434495583787,0.0972443415670509,9,0.0169685400019364
669432,"Rogers, Trevor",L,SI,93,0.0902036857419981,-8,0.485456581695143,0.0872918039533839,0.133080895174547,-9,0.00787404245166314
696270,"Johnson, Ryan",R,ST,64,0.164948453608247,-6,0.465910098192884,1.84871710159558,1.84871710159558,-6,0.304943027067313
696270,"Johnson, Ryan",R,FC,122,0.314432989690722,-6,0.465910098192884,0.590022837945901,0.590022837945901,-6,0.185522644921134
696270,"Johnson, Ryan",R,SI,99,0.255154639175258,-6,0.465910098192884,0.0310151068140829,0.0448465469047409,-5,0.0079136483881294
696270,"Johnson, Ryan",R,FS,103,0.265463917525773,-6,0.465910098192884,-0.122311244730801,0.312866026863088,4,-0.0324692221836921
702070,"Cameron, Noah",L,CH,212,0.216768916155419,-3,0.452770457551959,2.00973796957585,2.00973796957585,-3,0.435648721421349
702070,"Cameron, Noah",L,FF,239,0.244376278118609,-3,0.452770457551959,0.0229546958349678,0.0229546958349678,-3,0.00560958313349417
702070,"Cameron, Noah",L,SL,134,0.137014314928425,-3,0.452770457551959,0.0346799127433805,0.140773254042271,-2,0.00475164448631185
702070,"Cameron, Noah",L,CU,139,0.142126789366053,-3,0.452770457551959,-0.000268996691669325,0.00304456422084454,-1,-3.82316361370513e-05
702070,"Cameron, Noah",L,FC,223,0.2280163599182,-3,0.452770457551959,-0.0331242884322974,0.0327949555324496,3,-0.00755287967321301
595345,"Okert, Steven",L,SL,223,0.703470031545741,2,0.447903648111013,0.519125220948071,0.519125220948071,2,0.365189035556529
595345,"Okert, Steven",L,FF,80,0.252365930599369,2,0.447903648111013,0.249373513827715,0.249373513827715,2,0.062933378883966
677961,"Wilcox, Cole",R,ST,43,0.252941176470588,-2,0.446850556402641,0.859372395892008,0.859372395892008,-2,0.217370664843273
677961,"Wilcox, Cole",R,FF,42,0.247058823529412,-2,0.446850556402641,0.0245067683540037,0.0245067683540037,-2,0.00605461335804797
681895,"Sisk, Evan",L,CU,66,0.259842519685039,2,0.430589828764222,1.15194238658017,1.15194238658017,2,0.29932361226099
681895,"Sisk, Evan",L,FF,58,0.228346456692913,2,0.430589828764222,0.214381315719788,0.214381315719788,2,0.0489532138257784
681895,"Sisk, Evan",L,SI,80,0.31496062992126,2,0.430589828764222,-0.0077748594767238,0.0213572853150267,-2,-0.0024487746383382
676282,"Cantillo, Joey",L,CH,263,0.278897136797455,-4,0.424143796299883,1.31416925465968,1.31416925465968,-4,0.366518042391831
676282,"Cantillo, Joey",L,CU,278,0.294803817603393,-4,0.424143796299883,0.173928498728562,0.173928498728562,-4,0.0512747854152069
676282,"Cantillo, Joey",L,FF,282,0.299045599151644,-4,0.424143796299883,0.125301391383311,0.125301391383311,-4,0.0374708296607567
676282,"Cantillo, Joey",L,SL,55,0.0583244962884411,-4,0.424143796299883,-0.233790793904965,0.517624164642153,4,-0.0136357302913818
676282,"Cantillo, Joey",L,FC,65,0.0689289501590668,-4,0.424143796299883,-0.253654391024113,0.20059289771359,4,-0.0174841308765295
695243,"Miller, Mason",R,SL,137,0.45514950166113,-3,0.421825033909941,0.978615278184954,0.978615278184954,-3,0.44541625618385
695243,"Miller, Mason",R,FF,162,0.538205980066445,-3,0.421825033909941,-0.0490407899522615,0.00301424353905784,2,-0.0263940464194896
681810,"Warren, Austin",R,ST,90,0.42654028436019,-2,0.421096086886448,0.705620233145558,0.705620233145558,-2,0.300975454896209
681810,"Warren, Austin",R,SI,54,0.255924170616114,-2,0.421096086886448,-0.0531108235454015,0.00964720346575489,3,-0.0135923434665956
657097,"Webb, Jacob",R,CH,153,0.437142857142857,12,0.41832906017842,0.875841841574724,0.875841841574724,12,0.382868005031236
657097,"Webb, Jacob",R,FF,169,0.482857142857143,12,0.41832906017842,0.0041310983225948,0.0463725957584357,-5,0.00199473033291006
694361,"Klein, Will",R,ST,93,0.330960854092527,-7,0.418068627315775,1.1364195738977,1.1364195738977,-7,0.376110392784648
694361,"Klein, Will",R,FF,144,0.512455516014235,-7,0.418068627315775,-0.0458663590183855,0.089063638565111,9,-0.0235044686784609
656945,"Scott, Tanner",L,SL,139,0.463333333333333,3,0.417463477539047,0.917616272699844,0.917616272699844,3,0.425162206350928
656945,"Scott, Tanner",L,FF,161,0.536666666666667,3,0.417463477539047,-0.0143454574134427,0.019521744587169,-3,-0.00769872881188091
671096,"Abbott, Andrew",L,ST,238,0.22972972972973,-3,0.413297647323038,1.43261628728601,1.43261628728601,-3,0.329114552484625
671096,"Abbott, Andrew",L,CU,102,0.0984555984555985,-3,0.413297647323038,0.519144511876406,0.519144511876406,-3,0.0511126836017311
671096,"Abbott, Andrew",L,FF,475,0.458494208494209,-3,0.413297647323038,0.0331371654057702,0.0331371654057702,-3,0.0151931984244603
671096,"Abbott, Andrew",L,CH,196,0.189189189189189,-3,0.413297647323038,0.041777302501967,0.233427899948928,3,0.00790381398685863
641302,"Alexander, Tyler",L,ST,43,0.158088235294118,-3,0.405784958539343,2.41976853823421,2.41976853823421,-3,0.382536938029673
641302,"Alexander, Tyler",L,CH,67,0.246323529411765,-3,0.405784958539343,0.128436662639319,0.128436662639319,-3,0.0316369720471852
641302,"Alexander, Tyler",L,FF,62,0.227941176470588,-3,0.405784958539343,0.0386753804238267,0.0386753804238267,-3,0.00881571171425461
641302,"Alexander, Tyler",L,SI,57,0.209558823529412,-3,0.405784958539343,-0.0207661344597852,0,0,-0.00435172670664616
641302,"Alexander, Tyler",L,FC,43,0.158088235294118,-3,0.405784958539343,-0.0813022962854344,0.0296818317922955,-2,-0.0128529365451238
690997,"McLean, Nolan",R,FC,112,0.122137404580153,-3,0.405242807444681,1.26137517680861,1.26137517680861,-3,0.154061090297235
690997,"McLean, Nolan",R,ST,84,0.0916030534351145,-3,0.405242807444681,1.30945029160827,1.34598872407174,-2,0.119949645032819
690997,"McLean, Nolan",R,CU,132,0.143947655398037,-3,0.405242807444681,0.672625687563582,0.740915588139607,-2,0.0968228906852703
690997,"McLean, Nolan",R,CH,69,0.0752453653217012,-3,0.405242807444681,0.393385114994842,0.393385114994842,-3,0.0296004066899063
690997,"McLean, Nolan",R,SI,306,0.333696837513631,-3,0.405242807444681,0.0168701726862786,0.0626316964909631,3,0.00562952327372001
690997,"McLean, Nolan",R,FF,196,0.213740458015267,-3,0.405242807444681,-0.041056106836377,0.0451333465621948,3,-0.00877535107953096
820862,"Fermin, José",R,SL,134,0.585152838427948,-4,0.404570872088173,0.693620253084088,0.693620253084088,-4,0.405873859883266
820862,"Fermin, José",R,SI,72,0.314410480349345,-4,0.404570872088173,-0.133382142543113,0.0204435750197739,2,-0.041936743507005
642397,"Soto, Gregory",L,SL,101,0.315625,-4,0.402144471699703,0.817200605933982,0.817200605933982,-4,0.257928941247913
642397,"Soto, Gregory",L,ST,59,0.184375,-4,0.402144471699703,0.683684185925103,0.832012038041433,-5,0.126054271779941
642397,"Soto, Gregory",L,SI,97,0.303125,-4,0.402144471699703,0.0589286106863616,0.0600309421657723,-5,0.0178627351143034
642397,"Soto, Gregory",L,FF,63,0.196875,-4,0.402144471699703,0.00151631013356675,0.0166325977357762,-2,0.000298523557545954
573124,"Rogers, Taylor",L,ST,106,0.507177033492823,1,0.399489570303406,0.706609499884859,0.706609499884859,1,0.35837610998945
573124,"Rogers, Taylor",L,SI,81,0.38755980861244,1,0.399489570303406,-0.00242046100071822,0.0269424595632531,-2,-0.00093807340219223
693855,"Seymour, Ian",L,CH,230,0.328571428571429,-6,0.397110496110041,0.938111736813698,0.938111736813698,-6,0.308236713524501
693855,"Seymour, Ian",L,ST,160,0.228571428571429,-6,0.397110496110041,0.304348421145655,0.343035718351567,-5,0.0695653534047212
693855,"Seymour, Ian",L,SI,62,0.0885714285714286,-6,0.397110496110041,0.010678966996794,0.0178264366079929,-1,0.00094585136257318
693855,"Seymour, Ian",L,FF,210,0.3,-6,0.397110496110041,-0.0106494970448082,0.0109984222475928,5,-0.00319484911344247
702275,"Ritchie, JR",R,CU,113,0.27970297029703,-4,0.387936572178551,1.24484364578009,1.24484364578009,-4,0.348186465280076
702275,"Ritchie, JR",R,FF,62,0.153465346534653,-4,0.387936572178551,-0.00583167391566301,0.0130025642858792,-2,-0.000894959858344324
702275,"Ritchie, JR",R,SI,65,0.160891089108911,-4,0.387936572178551,-0.0317686319893628,0.0851292383677316,5,-0.00511128980026876
702275,"Ritchie, JR",R,CH,94,0.232673267326733,-4,0.387936572178551,-0.0922339574833519,0.0671643129381063,4,-0.0214603762461264
663947,"Holton, Tyler",L,ST,42,0.183406113537118,1,0.382682389907767,1.57381429292997,1.57381429292997,1,0.288647162895454
663947,"Holton, Tyler",L,SI,65,0.283842794759825,1,0.382682389907767,0.00803284237868695,0.0139475034240706,2,0.00228006443063167
663947,"Holton, Tyler",L,FC,62,0.270742358078603,1,0.382682389907767,-0.0314356639235629,0,0,-0.00851096577843188
669276,"Lee, Dylan",L,SL,117,0.481481481481482,-3,0.378053001132069,0.700230768328123,0.700230768328123,-3,0.337148147713541
